NODO,Precision,Recall,F1,Muestras entrenadas,Prototipos entrenados,Veces compartido,Prototipos compartidos,Prototipos ahorrados,Prototipos descartados,Tiempo aprendizaje (muestras),Ejecuciones de clustering,Tiempo clustering,Tiempo aprendizaje (prototipos),Tiempo compartiendo prototipos,Tiempo no compartiendo prototipos,Tiempo total espera activa,Tiempo total,Capacidad de ejecución,Tamaño de lotes recibidos,Tamaño conjunto de prototipos
0,0.499,0.573,0.533,1000,0,0,0,0,0,12.415695924311876,3,0.7,99.583438469,0.007205231813713908,110.43450664100237,100.35425060195848,110.52080610697158,8.929,[],"[(0, 0), (10, 6), (20, 13), (30, 20), (40, 27), (50, 34)]"
