NODO,Precision,Recall,F1,Muestras entrenadas,Parámetros agregados,Veces compartido,Tiempo aprendizaje (muestras),Tiempo agregación,Tiempo compartiendo,Tiempo no compartiendo,Tiempo total espera activa,Tiempo total,Capacidad de ejecución
0,0.784,0.719,0.75,1000,0,"<AutoProxy[ListsProxy] object, typeid 'ListsProxy' at 0xffff856b7460; '__str__()' failed>",74.23170482299633,0,"<AutoProxy[ListsProxy] object, typeid 'ListsProxy' at 0xffff852e1090; '__str__()' failed>","<AutoProxy[ListsProxy] object, typeid 'ListsProxy' at 0xffff852e0760; '__str__()' failed>",0.0022671599992918345,54.01306804000001,0
